policy,rerank,avatar_id,taste,activity,conformity,diversity,page,recommended,watched,rating,feeling,ground_truth
MF,Pop,266, I enjoy a mix of dark and gritty films along with classic and iconic movies.|  I have a taste for unique and unconventional storytelling in movies.,가끔봄,동조형,균형형,1,"['Star Wars: Episode IV - A New Hope (1977)', 'Professional, The (a.k.a. Leon: The Professional) (1994)', 'Pulp Fiction (1994)', ""Schindler's List (1993)""]","['Professional, The (a.k.a. Leon: The Professional)', 'Pulp Fiction', ""Schindler's List""]","[5, 4, 5]","['This film captivated me with its emotional depth and unique bond between characters.', 'I enjoyed the intricate storytelling and dark humor, though it was a bit chaotic for my taste.', 'The powerful storytelling and emotional weight left a profound impact on me.']",[]
MF,Pop,267, I have a preference for classic thrillers and suspenseful movies.|  I am drawn to dark and intense psychological dramas.,가끔봄,균형형,균형형,1,"['Braveheart (1995)', 'Star Wars: Episode IV - A New Hope (1977)', 'Pulp Fiction (1994)', 'Jurassic Park (1993)']","['Braveheart', 'Pulp Fiction']","[5, 4]","['An epic journey that resonated deeply with my appreciation for historical narratives.  ', 'A captivating and complex film that kept me engaged throughout.  ']",[]
MF,Pop,268, Drama enthusiast|  Cultural explorer,가끔봄,동조형,취향형,1,"['Toy Story (1995)', 'Usual Suspects, The (1995)', ""Breakfast at Tiffany's (1961)"", 'Mary Poppins (1964)']","['Usual Suspects, The']",[5],['I was captivated by the intricate plot and unexpected twists.'],[]
MF,Pop,269, Classic Film Enthusiast|  Fantasy and Sci-Fi Fan,가끔봄,균형형,탐험형,1,"['Dead Man Walking (1995)', 'Shawshank Redemption, The (1994)', 'Casablanca (1942)', 'African Queen, The (1951)']","['Dead Man Walking', 'Shawshank Redemption, The', 'Casablanca', 'African Queen, The']","[5, 5, 4, 4]","['It left a profound impact on my understanding of morality and redemption.  ', 'The themes of hope and friendship truly resonated with me.  ', 'A beautifully crafted classic that tugged at my heartstrings.  ', 'A charming adventure that blended romance and character development wonderfully.  ']","['Casablanca (1942)', 'African Queen, The (1951)']"
MF,Pop,269, Classic Film Enthusiast|  Fantasy and Sci-Fi Fan,가끔봄,균형형,탐험형,2,"['Apocalypse Now (1979)', 'Alien (1979)', 'Amadeus (1984)', 'Raging Bull (1980)']","['Alien', 'Amadeus']","[5, 5]","['I was captivated by the intense atmosphere and character dynamics.  ', 'The exploration of genius and rivalry was profoundly moving and beautifully executed.  ']","['Alien (1979)', 'Amadeus (1984)']"
MF,Pop,269, Classic Film Enthusiast|  Fantasy and Sci-Fi Fan,가끔봄,균형형,탐험형,3,"['Terminator, The (1984)', 'Graduate, The (1967)', 'Arsenic and Old Lace (1944)', 'Cool Hand Luke (1967)']","['Terminator, The', 'Graduate, The', 'Arsenic and Old Lace', 'Cool Hand Luke']","[5, 4, 5, 4]","['The thrilling plot and iconic characters left me captivated.  ', 'The exploration of relationships was intriguing, though it felt a bit dated.  ', 'The clever mix of humor and suspense was delightful and entertaining.  ', 'The strong performances and themes of rebellion were compelling, though it had a slower pace.  ']",['Arsenic and Old Lace (1944)']
MF,Pop,270, Action and Adventure|  Comedy and Animation,가끔봄,독립형,탐험형,1,"['Powder (1995)', 'Raiders of the Lost Ark (1981)', 'Doctor Dolittle (1998)', 'Faculty, The (1998)']",['Raiders of the Lost Ark'],[5],['This film was an exhilarating ride that perfectly captured my love for adventure and action!'],['Doctor Dolittle (1998)']
MF,Pop,271, Sci-fi and Fantasy enthusiast|  Thriller and Mystery lover,자주봄,균형형,탐험형,1,"['Stargate (1994)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)', 'Independence Day (ID4) (1996)', 'Aliens (1986)']","['Stargate', 'Independence Day', 'Aliens']","[4, 5, 5]","['I found it intriguing and enjoyed the blend of adventure and sci-fi elements.', 'It was thrilling and action-packed, perfectly capturing the excitement of an alien invasion.', 'I was captivated by the intense suspense and action, making it a standout in the sci-fi genre.']",[]
MF,Pop,271, Sci-fi and Fantasy enthusiast|  Thriller and Mystery lover,자주봄,균형형,탐험형,2,"['Alien (1979)', 'Face/Off (1997)', 'Saving Private Ryan (1998)', 'Rushmore (1998)']",['Alien'],[4],"['I found it thrilling and engaging, with a captivating atmosphere that kept me on the edge of my seat.']",[]
MF,Pop,271, Sci-fi and Fantasy enthusiast|  Thriller and Mystery lover,자주봄,균형형,탐험형,3,"['Rocky Horror Picture Show, The (1975)', 'Arachnophobia (1990)', 'American Beauty (1999)', 'Total Recall (1990)']","['American Beauty', 'Total Recall']","[4, 5]","[""The film's exploration of life and identity left a profound impact on me."", 'The thrilling sci-fi adventure captivated me with its mind-bending twists and action.']",['American Beauty (1999)']
MF,Pop,271, Sci-fi and Fantasy enthusiast|  Thriller and Mystery lover,자주봄,균형형,탐험형,4,"['Sleepy Hollow (1999)', 'Galaxy Quest (1999)', 'U-571 (2000)', 'Predator (1987)']","['Galaxy Quest', 'Predator']","[5, 4]","['I thoroughly enjoyed the clever humor and engaging storyline.  ', 'The action was intense and thrilling, keeping me on the edge of my seat.  ']",[]
MF,Pop,272, Action-packed|  Classic and Timeless,많이봄,균형형,취향형,1,"['Braveheart (1995)', 'Pulp Fiction (1994)', 'Forrest Gump (1994)', 'Speed (1994)']","['Braveheart', 'Speed']","[5, 4]","['An epic journey that left me inspired and captivated by its storytelling.  ', 'A thrilling ride that kept me on the edge of my seat with its intense action.  ']","['Braveheart (1995)', 'Pulp Fiction (1994)', 'Speed (1994)']"
MF,Pop,272, Action-packed|  Classic and Timeless,많이봄,균형형,취향형,2,"['True Lies (1994)', 'Terminator 2: Judgment Day (1991)', 'Mission: Impossible (1996)', 'Aliens (1986)']","['True Lies', 'Terminator 2: Judgment Day', 'Mission: Impossible', 'Aliens']","[4, 5, 4, 5]","['I found it thrilling and engaging with a great mix of action and humor.', 'It was an exhilarating experience with outstanding action and storytelling.', 'It kept me on the edge of my seat with its twists and turns.', 'The suspense and action were phenomenal, making it a standout in the sci-fi genre.']","['True Lies (1994)', 'Terminator 2: Judgment Day (1991)', 'Mission: Impossible (1996)']"
MF,Pop,272, Action-packed|  Classic and Timeless,많이봄,균형형,취향형,3,"['Alien (1979)', 'Back to the Future (1985)', 'Indiana Jones and the Last Crusade (1989)', 'Die Hard 2 (1990)']","['Alien (1979)', 'Indiana Jones and the Last Crusade (1989)', 'Die Hard 2 (1990)']","[5, 4, 4]","['I was thrilled by the intense atmosphere and suspenseful storytelling.  ', 'I enjoyed the adventurous quest and engaging characters.  ', 'The action sequences kept me on the edge of my seat.  ']","['Alien (1979)', 'Indiana Jones and the Last Crusade (1989)', 'Die Hard 2 (1990)']"
MF,Pop,272, Action-packed|  Classic and Timeless,많이봄,균형형,취향형,4,"['Fifth Element, The (1997)', 'Men in Black (1997)', 'Face/Off (1997)', 'Rocky (1976)']","['Fifth Element, The', 'Men in Black', 'Face/Off']","[5, 4, 5]","['I was captivated by the unique storyline and thrilling action.  ', ""Enjoyed the humor and action, though it wasn't as intense as I expected.  "", 'The intense plot and action kept me on the edge of my seat.  ']",['Rocky (1976)']
MF,Pop,273, Classic Comedy|  Action-Packed Sci-Fi,가끔봄,독립형,탐험형,1,"['Fugitive, The (1993)', 'Jurassic Park (1993)', 'Mission: Impossible (1996)', 'Rock, The (1996)']","['Fugitive, The (1993)', 'Jurassic Park (1993)', 'Mission: Impossible (1996)', 'Rock, The (1996)']","[5, 5, 4, 4]","['A gripping and intense experience that kept me on the edge of my seat.  ', 'An exhilarating ride that perfectly blends adventure and suspense.  ', 'A thrilling spy adventure, though some twists felt predictable.  ', 'A solid action film with great performances, but slightly formulaic.  ']",[]
MF,Pop,273, Classic Comedy|  Action-Packed Sci-Fi,가끔봄,독립형,탐험형,2,"['Godfather, The (1972)', 'Princess Bride, The (1987)', 'Glory (1989)', 'Shining, The (1980)']","['Princess Bride, The (1987)']",[5],"['I was enchanted by the whimsical adventure and humor, making it a delightful experience!']",[]
MF,Pop,274, Action-packed and thrilling|  Fantasy and animated,가끔봄,균형형,탐험형,1,"['Jurassic Park (1993)', 'Kingpin (1996)', ""Romy and Michele's High School Reunion (1997)"", 'Saving Private Ryan (1998)']","['Jurassic Park', 'Saving Private Ryan']","[5, 4]","['A breathtaking experience that kept me on the edge of my seat!  ', 'A powerful and intense portrayal of war that left a lasting impact.  ']",['Kingpin (1996)']
MF,Pop,275," I enjoy a mix of Thriller, Drama, and Crime genres.|  I have a fondness for Comedy and Fantasy genres.",가끔봄,동조형,취향형,1,"['Star Wars: Episode IV - A New Hope (1977)', 'Silence of the Lambs, The (1991)', 'Die Hard (1988)', 'Raiders of the Lost Ark (1981)']","['Silence of the Lambs, The', 'Raiders of the Lost Ark']","[5, 4]","['It captivated me with its intense psychological tension and brilliant performances.', 'It was an exhilarating adventure with a compelling storyline, though slightly less thought-provoking than I hoped.']",[]
MF,Pop,276, Sci-Fi enthusiast|  Action-adventure lover,가끔봄,균형형,취향형,1,"['Star Wars: Episode IV - A New Hope (1977)', 'Stargate (1994)', 'Star Trek: Generations (1994)', 'Terminator 2: Judgment Day (1991)']","['Star Wars: Episode IV - A New Hope', 'Terminator 2: Judgment Day']","[5, 5]","['A timeless classic that filled me with excitement and nostalgia.', 'An exhilarating ride that kept me on the edge of my seat throughout.']","['Star Wars: Episode IV - A New Hope (1977)', 'Stargate (1994)', 'Star Trek: Generations (1994)', 'Terminator 2: Judgment Day (1991)']"
MF,Pop,276, Sci-Fi enthusiast|  Action-adventure lover,가끔봄,균형형,취향형,2,"['Heavy Metal (1981)', 'Army of Darkness (1993)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Terminator, The (1984)']","['Army of Darkness', 'Star Wars: Episode VI - Return of the Jedi', 'Terminator, The']","[4, 5, 5]","['I found it entertaining and enjoyed the blend of humor and action.  ', 'It was a thrilling conclusion to the saga, filled with excitement and memorable moments.  ', 'The intense action and gripping plot made it a standout experience for me.  ']","['Star Wars: Episode VI - Return of the Jedi (1983)', 'Terminator, The (1984)']"
MF,Pop,276, Sci-Fi enthusiast|  Action-adventure lover,가끔봄,균형형,취향형,3,"['Day the Earth Stood Still, The (1951)', 'Star Trek III: The Search for Spock (1984)', 'Mars Attacks! (1996)', 'Men in Black (1997)']","['The Day the Earth Stood Still', 'Men in Black']","[4, 5]","['I found it thought-provoking and engaging, resonating with my taste for sci-fi.', 'I thoroughly enjoyed its action and humor, making it a delightful watch.']",['Star Trek III: The Search for Spock (1984)']
MF,Pop,277, I have a preference for drama and romance movies.|  I also enjoy action and thriller movies.,자주봄,균형형,취향형,1,"['Toy Story (1995)', 'Clueless (1995)', 'Apollo 13 (1995)', 'Shawshank Redemption, The (1994)']","['Toy Story (1995)', 'Apollo 13 (1995)', 'Shawshank Redemption, The (1994)']","[4, 5, 5]","['I found it heartwarming and entertaining, with great humor.', 'The suspense and heroism captivated me throughout the film.', 'The emotional depth and powerful storytelling left a lasting impression on me.']","['Toy Story (1995)', 'Clueless (1995)', 'Apollo 13 (1995)', 'Shawshank Redemption, The (1994)']"
MF,Pop,277, I have a preference for drama and romance movies.|  I also enjoy action and thriller movies.,자주봄,균형형,취향형,2,"['Speed (1994)', 'True Lies (1994)', ""Schindler's List (1993)"", 'Ghost (1990)']","['Speed (1994)', 'True Lies (1994)', 'Ghost (1990)']","[4, 4, 5]","['The adrenaline rush kept me on the edge of my seat.  ', 'The blend of action and romance was both exciting and engaging.  ', 'The emotional depth and romance truly touched my heart.  ']","[""Schindler's List (1993)"", 'Ghost (1990)']"
MF,Pop,277, I have a preference for drama and romance movies.|  I also enjoy action and thriller movies.,자주봄,균형형,취향형,3,"['Dances with Wolves (1990)', 'Fargo (1996)', 'Groundhog Day (1993)', 'Grosse Pointe Blank (1997)']","['Dances with Wolves', 'Groundhog Day']","[4, 5]","['It was a powerful and moving experience that deepened my appreciation for different cultures.', 'I found it both hilarious and touching, leaving me with a renewed perspective on life.']",['Fargo (1996)']
MF,Pop,277, I have a preference for drama and romance movies.|  I also enjoy action and thriller movies.,자주봄,균형형,취향형,4,"['Austin Powers: International Man of Mystery (1997)', 'Face/Off (1997)', 'Wag the Dog (1997)', 'Godfather: Part III, The (1990)']",['Face/Off (1997)'],[4],['The intense action and suspense kept me engaged throughout the film.'],['Wag the Dog (1997)']
MF,Pop,278, I have a preference for eclectic and diverse films.|  I appreciate thought-provoking and critically acclaimed movies.,가끔봄,동조형,탐험형,1,"['In the Line of Fire (1993)', 'Blade Runner (1982)', 'Fargo (1996)', 'Godfather, The (1972)']","['In the Line of Fire', 'Blade Runner', 'Fargo', 'Godfather, The']","[4, 5, 4, 5]","['The tension kept me on the edge of my seat throughout.  ', 'Its thought-provoking themes and visuals left a lasting impression.  ', 'The blend of dark humor and suspense was brilliantly executed.  ', 'A masterclass in storytelling and character development that resonated deeply.  ']",['Fargo (1996)']
MF,Pop,278, I have a preference for eclectic and diverse films.|  I appreciate thought-provoking and critically acclaimed movies.,가끔봄,동조형,탐험형,2,"['North by Northwest (1959)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Evil Dead II (Dead By Dawn) (1987)', 'Manchurian Candidate, The (1962)']","['North by Northwest', 'Star Wars: Episode VI - Return of the Jedi', 'Manchurian Candidate, The']","[4, 5, 4]","['I found it to be a captivating and suspenseful journey.  ', 'It was an exhilarating adventure that resonated deeply with me.  ', 'The intense political intrigue left me pondering long after the credits rolled.  ']","['North by Northwest (1959)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Evil Dead II (Dead By Dawn) (1987)']"
